source,sample_id,timestamp,flight_phase,P_chamber,m_ox,m_fuel,total_mass_flow_kg_s,OF_ratio
synthetic_telemetry,SYN_000050,5.0,PRE_LAUNCH,3.1,120.0,48.0,168.0,2.5
synthetic_telemetry,SYN_000051,5.1000000000000005,PRE_LAUNCH,3.1620000000000004,122.4,48.96000000000001,171.36,2.4999999999999996
synthetic_telemetry,SYN_000052,5.2,PRE_LAUNCH,3.224,124.80000000000001,49.92,174.72000000000003,2.5
synthetic_telemetry,SYN_000053,5.300000000000001,PRE_LAUNCH,3.2860000000000005,127.20000000000002,50.88000000000001,178.08000000000004,2.5
synthetic_telemetry,SYN_000054,5.4,PRE_LAUNCH,3.3480000000000003,129.60000000000002,51.84,181.44000000000003,2.5000000000000004
synthetic_telemetry,SYN_000055,5.5,PRE_LAUNCH,3.41,132.0,52.8,184.8,2.5
synthetic_telemetry,SYN_000056,5.6000000000000005,PRE_LAUNCH,3.4720000000000004,134.4,53.760000000000005,188.16000000000003,2.5
synthetic_telemetry,SYN_000057,5.7,PRE_LAUNCH,3.5340000000000003,136.8,54.72,191.52,2.5000000000000004
synthetic_telemetry,SYN_000058,5.800000000000001,PRE_LAUNCH,3.5960000000000005,139.20000000000002,55.68000000000001,194.88000000000002,2.5
synthetic_telemetry,SYN_000059,5.9,PRE_LAUNCH,3.6580000000000004,141.60000000000002,56.64,198.24,2.5000000000000004
synthetic_telemetry,SYN_000060,6.0,PRE_LAUNCH,3.72,144.0,57.6,201.6,2.5
synthetic_telemetry,SYN_000061,6.1000000000000005,PRE_LAUNCH,3.7820000000000005,146.4,58.56,204.96,2.5
synthetic_telemetry,SYN_000062,6.2,PRE_LAUNCH,3.8440000000000003,148.8,59.52,208.32000000000002,2.5
synthetic_telemetry,SYN_000063,6.300000000000001,PRE_LAUNCH,3.9060000000000006,151.20000000000002,60.480000000000004,211.68,2.5
synthetic_telemetry,SYN_000064,6.4,PRE_LAUNCH,3.9680000000000004,153.60000000000002,61.440000000000005,215.04000000000002,2.5
synthetic_telemetry,SYN_000065,6.5,PRE_LAUNCH,4.03,156.0,62.4,218.4,2.5
synthetic_telemetry,SYN_000066,6.6000000000000005,PRE_LAUNCH,4.0920000000000005,158.4,63.36000000000001,221.76000000000002,2.5
synthetic_telemetry,SYN_000067,6.7,PRE_LAUNCH,4.154,160.8,64.32,225.12,2.5000000000000004
synthetic_telemetry,SYN_000068,6.800000000000001,PRE_LAUNCH,4.216,163.20000000000002,65.28,228.48000000000002,2.5
synthetic_telemetry,SYN_000069,6.9,PRE_LAUNCH,4.2780000000000005,165.60000000000002,66.24000000000001,231.84000000000003,2.5
synthetic_telemetry,SYN_000070,7.0,PRE_LAUNCH,4.34,168.0,67.2,235.2,2.5
synthetic_telemetry,SYN_000071,7.1000000000000005,PRE_LAUNCH,4.402,170.4,68.16,238.56,2.5
synthetic_telemetry,SYN_000072,7.2,PRE_LAUNCH,4.464,172.8,69.12,241.92000000000002,2.5
synthetic_telemetry,SYN_000073,7.300000000000001,PRE_LAUNCH,4.526000000000001,175.20000000000002,70.08000000000001,245.28000000000003,2.5
synthetic_telemetry,SYN_000074,7.4,PRE_LAUNCH,4.588,177.60000000000002,71.04,248.64000000000004,2.5
synthetic_telemetry,SYN_000075,7.5,PRE_LAUNCH,4.65,180.0,72.0,252.0,2.5
synthetic_telemetry,SYN_000076,7.6000000000000005,PRE_LAUNCH,4.712000000000001,182.4,72.96000000000001,255.36,2.5
synthetic_telemetry,SYN_000077,7.7,PRE_LAUNCH,4.774,184.8,73.92,258.72,2.5
synthetic_telemetry,SYN_000078,7.800000000000001,PRE_LAUNCH,4.836,187.20000000000002,74.88000000000001,262.08000000000004,2.5
synthetic_telemetry,SYN_000079,7.9,PRE_LAUNCH,4.898000000000001,189.60000000000002,75.84,265.44000000000005,2.5
synthetic_telemetry,SYN_000080,8.0,PRE_LAUNCH,4.96,192.0,76.8,268.8,2.5
synthetic_telemetry,SYN_000081,8.1,PRE_LAUNCH,5.022,194.39999999999998,77.75999999999999,272.15999999999997,2.5
synthetic_telemetry,SYN_000082,8.200000000000001,PRE_LAUNCH,5.0840000000000005,196.8,78.72000000000001,275.52000000000004,2.4999999999999996
synthetic_telemetry,SYN_000083,8.3,PRE_LAUNCH,5.146000000000001,199.20000000000002,79.68,278.88,2.5
synthetic_telemetry,SYN_000084,8.4,PRE_LAUNCH,5.208,201.60000000000002,80.64,282.24,2.5000000000000004
synthetic_telemetry,SYN_000085,8.5,PRE_LAUNCH,5.27,204.0,81.6,285.6,2.5
synthetic_telemetry,SYN_000086,8.6,PRE_LAUNCH,5.332,206.39999999999998,82.56,288.96,2.4999999999999996
synthetic_telemetry,SYN_000087,8.700000000000001,PRE_LAUNCH,5.394,208.8,83.52000000000001,292.32000000000005,2.5
synthetic_telemetry,SYN_000088,8.8,PRE_LAUNCH,5.456,211.20000000000002,84.48,295.68,2.5
synthetic_telemetry,SYN_000089,8.9,PRE_LAUNCH,5.518000000000001,213.60000000000002,85.44,299.04,2.5000000000000004
synthetic_telemetry,SYN_000090,9.0,PRE_LAUNCH,5.58,216.0,86.4,302.4,2.5
synthetic_telemetry,SYN_000091,9.1,PRE_LAUNCH,5.6419999999999995,218.39999999999998,87.35999999999999,305.76,2.5
synthetic_telemetry,SYN_000092,9.200000000000001,PRE_LAUNCH,5.704000000000001,220.8,88.32000000000001,309.12,2.5
synthetic_telemetry,SYN_000093,9.3,PRE_LAUNCH,5.766,223.20000000000002,89.28,312.48,2.5
synthetic_telemetry,SYN_000094,9.4,PRE_LAUNCH,5.828,225.60000000000002,90.24000000000001,315.84000000000003,2.5
synthetic_telemetry,SYN_000095,9.5,PRE_LAUNCH,5.890000000000001,228.0,91.19999999999999,319.2,2.5000000000000004
synthetic_telemetry,SYN_000096,9.600000000000001,PRE_LAUNCH,5.952000000000001,230.40000000000003,92.16000000000001,322.56000000000006,2.5
synthetic_telemetry,SYN_000097,9.700000000000001,PRE_LAUNCH,6.014000000000001,232.8,93.12,325.92,2.5
synthetic_telemetry,SYN_000098,9.8,PRE_LAUNCH,6.0760000000000005,235.20000000000002,94.08000000000001,329.28000000000003,2.5
synthetic_telemetry,SYN_000099,9.9,PRE_LAUNCH,6.138,237.60000000000002,95.03999999999999,332.64,2.5000000000000004
synthetic_telemetry,SYN_000100,10.0,PRE_LAUNCH,6.2,240.0,96.0,336.0,2.5
synthetic_telemetry,SYN_000101,10.100000000000001,LIFTOFF,6.2001,240.001,96.0,336.001,2.5000104166666666
synthetic_telemetry,SYN_000102,10.200000000000001,LIFTOFF,6.200200000000001,240.002,96.0,336.002,2.5000208333333336
synthetic_telemetry,SYN_000103,10.3,LIFTOFF,6.2003,240.003,96.0,336.003,2.5000312499999997
synthetic_telemetry,SYN_000104,10.4,LIFTOFF,6.2004,240.004,96.0,336.004,2.5000416666666667
synthetic_telemetry,SYN_000105,10.5,LIFTOFF,6.2005,240.005,96.0,336.005,2.5000520833333333
synthetic_telemetry,SYN_000106,10.600000000000001,LIFTOFF,6.2006000000000006,240.006,96.0,336.006,2.5000625
synthetic_telemetry,SYN_000107,10.700000000000001,LIFTOFF,6.2007,240.007,96.0,336.007,2.500072916666667
synthetic_telemetry,SYN_000108,10.8,LIFTOFF,6.2008,240.008,96.0,336.00800000000004,2.5000833333333334
synthetic_telemetry,SYN_000109,10.9,LIFTOFF,6.2009,240.009,96.0,336.009,2.50009375
synthetic_telemetry,SYN_000110,11.0,LIFTOFF,6.2010000000000005,240.01,96.0,336.01,2.5001041666666666
synthetic_telemetry,SYN_000111,11.100000000000001,LIFTOFF,6.2011,240.011,96.0,336.01099999999997,2.500114583333333
synthetic_telemetry,SYN_000112,11.200000000000001,LIFTOFF,6.2012,240.012,96.0,336.012,2.500125
synthetic_telemetry,SYN_000113,11.3,LIFTOFF,6.2013,240.013,96.0,336.01300000000003,2.5001354166666667
synthetic_telemetry,SYN_000114,11.4,LIFTOFF,6.2014000000000005,240.014,96.0,336.014,2.5001458333333333
synthetic_telemetry,SYN_000115,11.5,LIFTOFF,6.2015,240.015,96.0,336.015,2.50015625
synthetic_telemetry,SYN_000116,11.600000000000001,LIFTOFF,6.2016,240.016,96.0,336.01599999999996,2.5001666666666664
synthetic_telemetry,SYN_000117,11.700000000000001,LIFTOFF,6.2017,240.017,96.0,336.017,2.5001770833333334
synthetic_telemetry,SYN_000118,11.8,LIFTOFF,6.2018,240.018,96.0,336.01800000000003,2.5001875
synthetic_telemetry,SYN_000119,11.9,LIFTOFF,6.2019,240.019,96.0,336.019,2.5001979166666666
synthetic_telemetry,SYN_000120,12.0,LIFTOFF,6.202,240.02,96.0,336.02,2.5002083333333336
synthetic_telemetry,SYN_000121,12.100000000000001,LIFTOFF,6.2021,240.021,96.0,336.02099999999996,2.5002187499999997
synthetic_telemetry,SYN_000122,12.200000000000001,LIFTOFF,6.2022,240.022,96.0,336.022,2.5002291666666667
synthetic_telemetry,SYN_000123,12.3,LIFTOFF,6.2023,240.023,96.0,336.023,2.5002395833333333
synthetic_telemetry,SYN_000124,12.4,LIFTOFF,6.2024,240.024,96.0,336.024,2.50025
synthetic_telemetry,SYN_000125,12.5,LIFTOFF,6.202500000000001,240.025,96.0,336.025,2.500260416666667
synthetic_telemetry,SYN_000126,12.600000000000001,LIFTOFF,6.2026,240.026,96.0,336.026,2.5002708333333334
synthetic_telemetry,SYN_000127,12.700000000000001,LIFTOFF,6.2027,240.027,96.0,336.027,2.50028125
synthetic_telemetry,SYN_000128,12.8,LIFTOFF,6.2028,240.028,96.0,336.028,2.5002916666666666
synthetic_telemetry,SYN_000129,12.9,LIFTOFF,6.2029000000000005,240.029,96.0,336.029,2.500302083333333
synthetic_telemetry,SYN_000130,13.0,LIFTOFF,6.203,240.03,96.0,336.03,2.5003125
synthetic_telemetry,SYN_000131,13.100000000000001,LIFTOFF,6.2031,240.031,96.0,336.031,2.5003229166666667
synthetic_telemetry,SYN_000132,13.200000000000001,LIFTOFF,6.2032,240.032,96.0,336.03200000000004,2.5003333333333333
synthetic_telemetry,SYN_000133,13.3,LIFTOFF,6.2033000000000005,240.033,96.0,336.033,2.50034375
synthetic_telemetry,SYN_000134,13.4,LIFTOFF,6.2034,240.034,96.0,336.034,2.5003541666666664
synthetic_telemetry,SYN_000135,13.5,LIFTOFF,6.2035,240.035,96.0,336.03499999999997,2.5003645833333334
synthetic_telemetry,SYN_000136,13.600000000000001,LIFTOFF,6.2036,240.036,96.0,336.036,2.500375
synthetic_telemetry,SYN_000137,13.700000000000001,LIFTOFF,6.2037,240.037,96.0,336.03700000000003,2.5003854166666666
synthetic_telemetry,SYN_000138,13.8,LIFTOFF,6.2038,240.038,96.0,336.038,2.5003958333333336
synthetic_telemetry,SYN_000139,13.9,LIFTOFF,6.2039,240.039,96.0,336.039,2.5004062499999997
synthetic_telemetry,SYN_000140,14.0,LIFTOFF,6.204,240.04,96.0,336.03999999999996,2.5004166666666667
synthetic_telemetry,SYN_000141,14.100000000000001,LIFTOFF,6.2041,240.041,96.0,336.041,2.5004270833333333
synthetic_telemetry,SYN_000142,14.200000000000001,LIFTOFF,6.2042,240.042,96.0,336.04200000000003,2.5004375
synthetic_telemetry,SYN_000143,14.3,LIFTOFF,6.2043,240.043,96.0,336.043,2.500447916666667
synthetic_telemetry,SYN_000144,14.4,LIFTOFF,6.2044,240.044,96.0,336.044,2.5004583333333334
synthetic_telemetry,SYN_000145,14.5,LIFTOFF,6.2045,240.045,96.0,336.04499999999996,2.50046875
synthetic_telemetry,SYN_000146,14.600000000000001,LIFTOFF,6.2046,240.046,96.0,336.046,2.5004791666666666
synthetic_telemetry,SYN_000147,14.700000000000001,LIFTOFF,6.2047,240.047,96.0,336.047,2.500489583333333
synthetic_telemetry,SYN_000148,14.8,LIFTOFF,6.2048,240.048,96.0,336.048,2.5005
synthetic_telemetry,SYN_000149,14.9,LIFTOFF,6.2049,240.049,96.0,336.049,2.5005104166666667
synthetic_telemetry,SYN_000150,15.0,LIFTOFF,6.205,240.05,96.0,336.05,2.5005208333333333
synthetic_telemetry,SYN_000151,15.100000000000001,LIFTOFF,6.2051,240.051,96.0,336.051,2.50053125
synthetic_telemetry,SYN_000152,15.200000000000001,LIFTOFF,6.2052000000000005,240.052,96.0,336.052,2.5005416666666664
synthetic_telemetry,SYN_000153,15.3,LIFTOFF,6.2053,240.053,96.0,336.053,2.5005520833333335
synthetic_telemetry,SYN_000154,15.4,LIFTOFF,6.2054,240.054,96.0,336.054,2.5005625
synthetic_telemetry,SYN_000155,15.5,LIFTOFF,6.2055,240.055,96.0,336.055,2.5005729166666666
synthetic_telemetry,SYN_000156,15.600000000000001,LIFTOFF,6.2056000000000004,240.05599999999998,96.0,336.056,2.500583333333333
synthetic_telemetry,SYN_000157,15.700000000000001,LIFTOFF,6.2057,240.057,96.0,336.057,2.5005937499999997
synthetic_telemetry,SYN_000158,15.8,LIFTOFF,6.2058,240.058,96.0,336.058,2.5006041666666667
synthetic_telemetry,SYN_000159,15.9,LIFTOFF,6.2059,240.059,96.0,336.05899999999997,2.5006145833333333
synthetic_telemetry,SYN_000160,16.0,LIFTOFF,6.206,240.06,96.0,336.06,2.500625
synthetic_telemetry,SYN_000161,16.1,LIFTOFF,6.2061,240.061,96.0,336.06100000000004,2.500635416666667
synthetic_telemetry,SYN_000162,16.2,LIFTOFF,6.2062,240.06199999999998,96.0,336.062,2.500645833333333
synthetic_telemetry,SYN_000163,16.3,LIFTOFF,6.2063,240.063,96.0,336.063,2.50065625
synthetic_telemetry,SYN_000164,16.400000000000002,LIFTOFF,6.2064,240.064,96.0,336.06399999999996,2.5006666666666666
synthetic_telemetry,SYN_000165,16.5,LIFTOFF,6.2065,240.065,96.0,336.065,2.500677083333333
synthetic_telemetry,SYN_000166,16.6,LIFTOFF,6.2066,240.066,96.0,336.06600000000003,2.5006875
synthetic_telemetry,SYN_000167,16.7,LIFTOFF,6.2067,240.067,96.0,336.067,2.5006979166666667
synthetic_telemetry,SYN_000168,16.8,LIFTOFF,6.2068,240.06799999999998,96.0,336.068,2.5007083333333333
synthetic_telemetry,SYN_000169,16.900000000000002,LIFTOFF,6.2069,240.069,96.0,336.06899999999996,2.50071875
synthetic_telemetry,SYN_000170,17.0,LIFTOFF,6.207,240.07,96.0,336.07,2.5007291666666664
synthetic_telemetry,SYN_000171,17.1,LIFTOFF,6.2071,240.071,96.0,336.071,2.5007395833333335
synthetic_telemetry,SYN_000172,17.2,LIFTOFF,6.2072,240.072,96.0,336.072,2.50075
synthetic_telemetry,SYN_000173,17.3,LIFTOFF,6.2073,240.073,96.0,336.073,2.5007604166666666
synthetic_telemetry,SYN_000174,17.400000000000002,LIFTOFF,6.2074,240.07399999999998,96.0,336.07399999999996,2.500770833333333
synthetic_telemetry,SYN_000175,17.5,LIFTOFF,6.2075000000000005,240.075,96.0,336.075,2.5007812499999997
synthetic_telemetry,SYN_000176,17.6,LIFTOFF,6.2076,240.076,96.0,336.076,2.5007916666666667
synthetic_telemetry,SYN_000177,17.7,LIFTOFF,6.2077,240.077,96.0,336.077,2.5008020833333333
synthetic_telemetry,SYN_000178,17.8,LIFTOFF,6.2078,240.078,96.0,336.078,2.5008125
synthetic_telemetry,SYN_000179,17.900000000000002,LIFTOFF,6.2079,240.079,96.0,336.079,2.500822916666667
synthetic_telemetry,SYN_000180,18.0,LIFTOFF,6.208,240.07999999999998,96.0,336.08,2.500833333333333
synthetic_telemetry,SYN_000181,18.1,LIFTOFF,6.2081,240.081,96.0,336.081,2.50084375
synthetic_telemetry,SYN_000182,18.2,LIFTOFF,6.2082,240.082,96.0,336.082,2.5008541666666666
synthetic_telemetry,SYN_000183,18.3,LIFTOFF,6.2083,240.083,96.0,336.08299999999997,2.500864583333333
synthetic_telemetry,SYN_000184,18.400000000000002,LIFTOFF,6.2084,240.084,96.0,336.084,2.500875
synthetic_telemetry,SYN_000185,18.5,LIFTOFF,6.2085,240.085,96.0,336.08500000000004,2.5008854166666667
synthetic_telemetry,SYN_000186,18.6,LIFTOFF,6.2086,240.08599999999998,96.0,336.086,2.5008958333333333
synthetic_telemetry,SYN_000187,18.7,LIFTOFF,6.2087,240.087,96.0,336.087,2.50090625
synthetic_telemetry,SYN_000188,18.8,LIFTOFF,6.2088,240.088,96.0,336.08799999999997,2.5009166666666665
synthetic_telemetry,SYN_000189,18.900000000000002,LIFTOFF,6.2089,240.089,96.0,336.089,2.5009270833333335
synthetic_telemetry,SYN_000190,19.0,LIFTOFF,6.209,240.09,96.0,336.09000000000003,2.5009375
synthetic_telemetry,SYN_000191,19.1,LIFTOFF,6.2091,240.091,96.0,336.091,2.5009479166666666
synthetic_telemetry,SYN_000192,19.200000000000003,LIFTOFF,6.2092,240.09199999999998,96.0,336.092,2.500958333333333
synthetic_telemetry,SYN_000193,19.3,LIFTOFF,6.2093,240.093,96.0,336.09299999999996,2.5009687499999997
synthetic_telemetry,SYN_000194,19.400000000000002,LIFTOFF,6.2094,240.094,96.0,336.094,2.5009791666666668
synthetic_telemetry,SYN_000195,19.5,LIFTOFF,6.2095,240.095,96.0,336.095,2.5009895833333333
synthetic_telemetry,SYN_000196,19.6,LIFTOFF,6.2096,240.096,96.0,336.096,2.501
synthetic_telemetry,SYN_000197,19.700000000000003,LIFTOFF,6.2097,240.097,96.0,336.097,2.501010416666667
synthetic_telemetry,SYN_000198,19.8,LIFTOFF,6.2097999999999995,240.09799999999998,96.0,336.09799999999996,2.501020833333333
synthetic_telemetry,SYN_000199,19.900000000000002,LIFTOFF,6.2099,240.099,96.0,336.099,2.50103125
synthetic_telemetry,SYN_000200,20.0,LIFTOFF,6.21,240.1,96.0,336.1,2.5010416666666666
synthetic_telemetry,SYN_000201,20.1,LIFTOFF,6.2097999999999995,240.097,95.999,336.096,2.501036469129887
synthetic_telemetry,SYN_000202,20.200000000000003,LIFTOFF,6.2096,240.094,95.998,336.092,2.5010312714848224
synthetic_telemetry,SYN_000203,20.3,LIFTOFF,6.2094,240.091,95.997,336.088,2.5010260737314707
synthetic_telemetry,SYN_000204,20.400000000000002,LIFTOFF,6.2092,240.088,95.996,336.084,2.501020875869828
synthetic_telemetry,SYN_000205,20.5,LIFTOFF,6.209,240.085,95.995,336.08000000000004,2.5010156778998907
synthetic_telemetry,SYN_000206,20.6,LIFTOFF,6.2088,240.082,95.994,336.076,2.5010104798216553
synthetic_telemetry,SYN_000207,20.700000000000003,LIFTOFF,6.2086,240.079,95.993,336.072,2.5010052816351194
synthetic_telemetry,SYN_000208,20.8,LIFTOFF,6.2084,240.076,95.992,336.068,2.501000083340278
synthetic_telemetry,SYN_000209,20.900000000000002,LIFTOFF,6.2082,240.073,95.991,336.064,2.5009948849371297
synthetic_telemetry,SYN_000210,21.0,LIFTOFF,6.208,240.07,95.99,336.06,2.5009896864256693
synthetic_telemetry,SYN_000211,21.1,LIFTOFF,6.2078,240.067,95.989,336.05600000000004,2.500984487805894
synthetic_telemetry,SYN_000212,21.200000000000003,LIFTOFF,6.2076,240.064,95.988,336.052,2.5009792890778013
synthetic_telemetry,SYN_000213,21.3,LIFTOFF,6.2074,240.061,95.987,336.048,2.500974090241387
synthetic_telemetry,SYN_000214,21.400000000000002,LIFTOFF,6.2072,240.058,95.986,336.044,2.5009688912966475
synthetic_telemetry,SYN_000215,21.5,LIFTOFF,6.207,240.055,95.985,336.04,2.50096369224358
synthetic_telemetry,SYN_000216,21.6,LIFTOFF,6.2068,240.052,95.984,336.036,2.50095849308218
synthetic_telemetry,SYN_000217,21.700000000000003,LIFTOFF,6.2066,240.049,95.983,336.03200000000004,2.500953293812446
synthetic_telemetry,SYN_000218,21.8,LIFTOFF,6.2064,240.046,95.982,336.028,2.500948094434373
synthetic_telemetry,SYN_000219,21.900000000000002,LIFTOFF,6.2062,240.043,95.981,336.024,2.5009428949479586
synthetic_telemetry,SYN_000220,22.0,LIFTOFF,6.206,240.04,95.98,336.02,2.5009376953531985
synthetic_telemetry,SYN_000221,22.1,LIFTOFF,6.2058,240.037,95.979,336.016,2.50093249565009
synthetic_telemetry,SYN_000222,22.200000000000003,LIFTOFF,6.2056000000000004,240.034,95.978,336.012,2.50092729583863
synthetic_telemetry,SYN_000223,22.3,LIFTOFF,6.2054,240.031,95.977,336.00800000000004,2.500922095918814
synthetic_telemetry,SYN_000224,22.400000000000002,LIFTOFF,6.2052000000000005,240.028,95.976,336.004,2.500916895890639
synthetic_telemetry,SYN_000225,22.5,LIFTOFF,6.205,240.025,95.975,336.0,2.5009116957541027
synthetic_telemetry,SYN_000226,22.6,LIFTOFF,6.2048,240.022,95.974,335.996,2.5009064955092004
synthetic_telemetry,SYN_000227,22.700000000000003,LIFTOFF,6.2046,240.019,95.973,335.992,2.5009012951559293
synthetic_telemetry,SYN_000228,22.8,LIFTOFF,6.2044,240.016,95.97200000000001,335.988,2.5008960946942853
synthetic_telemetry,SYN_000229,22.900000000000002,LIFTOFF,6.2042,240.013,95.971,335.98400000000004,2.5008908941242667
synthetic_telemetry,SYN_000230,23.0,LIFTOFF,6.204,240.01,95.97,335.98,2.5008856934458685
synthetic_telemetry,SYN_000231,23.1,LIFTOFF,6.2038,240.007,95.96900000000001,335.976,2.5008804926590877
synthetic_telemetry,SYN_000232,23.200000000000003,LIFTOFF,6.2036,240.004,95.968,335.972,2.500875291763921
synthetic_telemetry,SYN_000233,23.3,LIFTOFF,6.2034,240.001,95.967,335.968,2.500870090760366
