source,sample_id,timestamp,flight_phase,P_chamber,T_chamber,m_ox,m_fuel,F_thrust,N_pump,P_tank_lox,P_tank_fuel,vib_x,vib_y,vib_z,acc_axial,v_batt,i_bus,T_skin,rate_roll,rate_pitch,rate_yaw
synthetic_telemetry,SYN_000028,2.8000000000000003,PRE_LAUNCH,1.7800000000000002,1084.0,67.2,26.880000000000003,210.00000000000003,9800.000000000002,4.1888,3.4888,0.32400000000000007,0.32400000000000007,0.38,0.336,27.944,19.12,305.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000029,2.9000000000000004,PRE_LAUNCH,1.8400000000000003,1112.0,69.60000000000001,27.840000000000003,217.50000000000003,10150.000000000002,4.1884,3.4884,0.3320000000000001,0.3320000000000001,0.39,0.34800000000000003,27.942,19.16,305.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000030,3.0,PRE_LAUNCH,1.9,1140.0,72.0,28.799999999999997,225.0,10500.0,4.188,3.488,0.33999999999999997,0.33999999999999997,0.4,0.36,27.939999999999998,19.2,306.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000031,3.1,PRE_LAUNCH,1.96,1168.0,74.4,29.759999999999998,232.5,10850.0,4.1876,3.4876,0.34800000000000003,0.34800000000000003,0.41000000000000003,0.372,27.938,19.240000000000002,306.2,0.0,0.0,0.0
synthetic_telemetry,SYN_000032,3.2,PRE_LAUNCH,2.02,1196.0,76.80000000000001,30.72,240.0,11200.0,4.1872,3.4872,0.356,0.356,0.42000000000000004,0.384,27.936,19.28,306.4,0.0,0.0,0.0
synthetic_telemetry,SYN_000033,3.3000000000000003,PRE_LAUNCH,2.08,1224.0,79.2,31.68,247.50000000000003,11550.000000000002,4.1868,3.4868,0.364,0.364,0.43000000000000005,0.396,27.933999999999997,19.32,306.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000034,3.4000000000000004,PRE_LAUNCH,2.14,1252.0,81.60000000000001,32.64,255.00000000000003,11900.000000000002,4.1864,3.4864,0.372,0.372,0.44000000000000006,0.40800000000000003,27.932,19.36,306.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000035,3.5,PRE_LAUNCH,2.2,1280.0,84.0,33.6,262.5,12250.0,4.186,3.4859999999999998,0.38,0.38,0.45000000000000007,0.42,27.93,19.4,307.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000036,3.6,PRE_LAUNCH,2.2600000000000002,1308.0,86.4,34.56,270.0,12600.0,4.1856,3.4856,0.388,0.388,0.4600000000000001,0.432,27.927999999999997,19.44,307.2,0.0,0.0,0.0
synthetic_telemetry,SYN_000037,3.7,PRE_LAUNCH,2.3200000000000003,1336.0,88.80000000000001,35.52,277.5,12950.0,4.1852,3.4852,0.396,0.396,0.4700000000000001,0.444,27.926,19.48,307.4,0.0,0.0,0.0
synthetic_telemetry,SYN_000038,3.8000000000000003,PRE_LAUNCH,2.3800000000000003,1364.0,91.2,36.480000000000004,285.0,13300.000000000002,4.1848,3.4848,0.404,0.404,0.4800000000000001,0.456,27.924,19.52,307.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000039,3.9000000000000004,PRE_LAUNCH,2.4400000000000004,1392.0,93.60000000000001,37.440000000000005,292.5,13650.000000000002,4.1844,3.4844,0.41200000000000003,0.41200000000000003,0.4900000000000001,0.468,27.922,19.56,307.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000040,4.0,PRE_LAUNCH,2.5,1420.0,96.0,38.4,300.0,14000.0,4.184,3.484,0.42000000000000004,0.42000000000000004,0.5,0.48,27.919999999999998,19.6,308.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000041,4.1000000000000005,PRE_LAUNCH,2.5600000000000005,1448.0000000000002,98.4,39.36000000000001,307.50000000000006,14350.000000000002,4.1836,3.4836,0.42800000000000005,0.42800000000000005,0.5100000000000001,0.49200000000000005,27.918,19.64,308.2,0.0,0.0,0.0
synthetic_telemetry,SYN_000042,4.2,PRE_LAUNCH,2.62,1476.0,100.80000000000001,40.32,315.0,14700.0,4.183199999999999,3.4832,0.43600000000000005,0.43600000000000005,0.52,0.504,27.916,19.68,308.4,0.0,0.0,0.0
synthetic_telemetry,SYN_000043,4.3,PRE_LAUNCH,2.6799999999999997,1504.0,103.19999999999999,41.279999999999994,322.5,15050.0,4.182799999999999,3.4828,0.44399999999999995,0.44399999999999995,0.53,0.516,27.913999999999998,19.72,308.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000044,4.4,PRE_LAUNCH,2.74,1532.0,105.60000000000001,42.24,330.0,15400.000000000002,4.1823999999999995,3.4824,0.45200000000000007,0.45200000000000007,0.54,0.528,27.912,19.76,308.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000045,4.5,PRE_LAUNCH,2.8,1560.0,108.0,43.199999999999996,337.5,15750.0,4.1819999999999995,3.482,0.45999999999999996,0.45999999999999996,0.55,0.54,27.91,19.8,309.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000046,4.6000000000000005,PRE_LAUNCH,2.8600000000000003,1588.0000000000002,110.4,44.160000000000004,345.00000000000006,16100.000000000002,4.1815999999999995,3.4816,0.4680000000000001,0.4680000000000001,0.56,0.552,27.907999999999998,19.84,309.2,0.0,0.0,0.0
synthetic_telemetry,SYN_000047,4.7,PRE_LAUNCH,2.92,1616.0,112.80000000000001,45.12,352.5,16450.0,4.1812,3.4812,0.476,0.476,0.5700000000000001,0.564,27.906,19.88,309.4,0.0,0.0,0.0
synthetic_telemetry,SYN_000048,4.800000000000001,PRE_LAUNCH,2.9800000000000004,1644.0000000000002,115.20000000000002,46.080000000000005,360.00000000000006,16800.000000000004,4.1808,3.4808,0.4840000000000001,0.4840000000000001,0.5800000000000001,0.5760000000000001,27.904,19.92,309.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000049,4.9,PRE_LAUNCH,3.04,1672.0,117.60000000000001,47.04,367.5,17150.0,4.1804,3.4804,0.492,0.492,0.5900000000000001,0.588,27.901999999999997,19.96,309.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000050,5.0,PRE_LAUNCH,3.1,1700.0,120.0,48.0,375.0,17500.0,4.18,3.48,0.5,0.5,0.6,0.6,27.9,20.0,310.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000051,5.1000000000000005,PRE_LAUNCH,3.1620000000000004,1730.0000000000002,122.4,48.96000000000001,382.50000000000006,17850.000000000004,4.1796,3.4796,0.506,0.504,0.606,0.612,27.898,20.04,310.3,0.0,0.0,0.0
synthetic_telemetry,SYN_000052,5.2,PRE_LAUNCH,3.224,1760.0,124.80000000000001,49.92,390.0,18200.0,4.1792,3.4792,0.512,0.508,0.612,0.624,27.895999999999997,20.08,310.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000053,5.300000000000001,PRE_LAUNCH,3.2860000000000005,1790.0000000000002,127.20000000000002,50.88000000000001,397.50000000000006,18550.000000000004,4.1788,3.4788,0.518,0.512,0.618,0.636,27.894,20.12,310.9,0.0,0.0,0.0
synthetic_telemetry,SYN_000054,5.4,PRE_LAUNCH,3.3480000000000003,1820.0,129.60000000000002,51.84,405.0,18900.0,4.1784,3.4784,0.524,0.516,0.624,0.648,27.892,20.16,311.2,0.0,0.0,0.0
synthetic_telemetry,SYN_000055,5.5,PRE_LAUNCH,3.41,1850.0,132.0,52.8,412.5,19250.0,4.178,3.4779999999999998,0.53,0.52,0.63,0.6599999999999999,27.89,20.2,311.5,0.0,0.0,0.0
synthetic_telemetry,SYN_000056,5.6000000000000005,PRE_LAUNCH,3.4720000000000004,1880.0000000000002,134.4,53.760000000000005,420.00000000000006,19600.0,4.1776,3.4776,0.536,0.524,0.636,0.672,27.887999999999998,20.240000000000002,311.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000057,5.7,PRE_LAUNCH,3.5340000000000003,1910.0,136.8,54.72,427.5,19950.0,4.1772,3.4772,0.542,0.528,0.642,0.6839999999999999,27.886,20.28,312.1,0.0,0.0,0.0
synthetic_telemetry,SYN_000058,5.800000000000001,PRE_LAUNCH,3.5960000000000005,1940.0000000000002,139.20000000000002,55.68000000000001,435.00000000000006,20300.000000000004,4.1768,3.4768,0.548,0.532,0.648,0.6960000000000001,27.884,20.32,312.4,0.0,0.0,0.0
synthetic_telemetry,SYN_000059,5.9,PRE_LAUNCH,3.6580000000000004,1970.0,141.60000000000002,56.64,442.5,20650.0,4.1764,3.4764,0.554,0.536,0.654,0.708,27.881999999999998,20.36,312.7,0.0,0.0,0.0
synthetic_telemetry,SYN_000060,6.0,PRE_LAUNCH,3.72,2000.0,144.0,57.6,450.0,21000.0,4.176,3.476,0.56,0.54,0.66,0.72,27.88,20.4,313.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000061,6.1000000000000005,PRE_LAUNCH,3.7820000000000005,2030.0000000000002,146.4,58.56,457.50000000000006,21350.0,4.1756,3.4756,0.5660000000000001,0.544,0.666,0.732,27.878,20.44,313.3,0.0,0.0,0.0
synthetic_telemetry,SYN_000062,6.2,PRE_LAUNCH,3.8440000000000003,2060.0,148.8,59.52,465.0,21700.0,4.1752,3.4752,0.5720000000000001,0.548,0.672,0.744,27.875999999999998,20.48,313.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000063,6.300000000000001,PRE_LAUNCH,3.9060000000000006,2090.0,151.20000000000002,60.480000000000004,472.50000000000006,22050.000000000004,4.174799999999999,3.4748,0.5780000000000001,0.552,0.678,0.756,27.874,20.52,313.9,0.0,0.0,0.0
synthetic_telemetry,SYN_000064,6.4,PRE_LAUNCH,3.9680000000000004,2120.0,153.60000000000002,61.440000000000005,480.0,22400.0,4.1743999999999994,3.4744,0.5840000000000001,0.556,0.684,0.768,27.872,20.56,314.2,0.0,0.0,0.0
synthetic_telemetry,SYN_000065,6.5,PRE_LAUNCH,4.03,2150.0,156.0,62.4,487.5,22750.0,4.1739999999999995,3.474,0.5900000000000001,0.5599999999999999,0.69,0.78,27.869999999999997,20.6,314.5,0.0,0.0,0.0
synthetic_telemetry,SYN_000066,6.6000000000000005,PRE_LAUNCH,4.0920000000000005,2180.0,158.4,63.36000000000001,495.00000000000006,23100.0,4.1735999999999995,3.4736,0.5960000000000001,0.5640000000000001,0.6960000000000001,0.792,27.868,20.64,314.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000067,6.7,PRE_LAUNCH,4.154,2210.0,160.8,64.32,502.5,23450.0,4.1732,3.4732,0.6020000000000001,0.568,0.702,0.804,27.866,20.68,315.1,0.0,0.0,0.0
synthetic_telemetry,SYN_000068,6.800000000000001,PRE_LAUNCH,4.216,2240.0,163.20000000000002,65.28,510.00000000000006,23800.000000000004,4.1728,3.4728,0.6080000000000001,0.5720000000000001,0.7080000000000001,0.8160000000000001,27.864,20.72,315.4,0.0,0.0,0.0
synthetic_telemetry,SYN_000069,6.9,PRE_LAUNCH,4.2780000000000005,2270.0,165.60000000000002,66.24000000000001,517.5,24150.0,4.1724,3.4724,0.6140000000000001,0.576,0.714,0.8280000000000001,27.862,20.76,315.7,0.0,0.0,0.0
synthetic_telemetry,SYN_000070,7.0,PRE_LAUNCH,4.34,2300.0,168.0,67.2,525.0,24500.0,4.172,3.472,0.62,0.58,0.72,0.84,27.86,20.8,316.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000071,7.1000000000000005,PRE_LAUNCH,4.402,2330.0,170.4,68.16,532.5,24850.0,4.1716,3.4716,0.6260000000000001,0.584,0.726,0.8520000000000001,27.858,20.84,316.3,0.0,0.0,0.0
synthetic_telemetry,SYN_000072,7.2,PRE_LAUNCH,4.464,2360.0,172.8,69.12,540.0,25200.0,4.1712,3.4712,0.632,0.588,0.732,0.864,27.855999999999998,20.88,316.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000073,7.300000000000001,PRE_LAUNCH,4.526000000000001,2390.0,175.20000000000002,70.08000000000001,547.5,25550.000000000004,4.1708,3.4708,0.6380000000000001,0.592,0.738,0.8760000000000001,27.854,20.92,316.9,0.0,0.0,0.0
synthetic_telemetry,SYN_000074,7.4,PRE_LAUNCH,4.588,2420.0,177.60000000000002,71.04,555.0,25900.0,4.1704,3.4704,0.644,0.596,0.744,0.888,27.852,20.96,317.2,0.0,0.0,0.0
synthetic_telemetry,SYN_000075,7.5,PRE_LAUNCH,4.65,2450.0,180.0,72.0,562.5,26250.0,4.17,3.4699999999999998,0.65,0.6,0.75,0.8999999999999999,27.85,21.0,317.5,0.0,0.0,0.0
synthetic_telemetry,SYN_000076,7.6000000000000005,PRE_LAUNCH,4.712000000000001,2480.0,182.4,72.96000000000001,570.0,26600.0,4.1696,3.4696,0.656,0.604,0.756,0.912,27.848,21.04,317.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000077,7.7,PRE_LAUNCH,4.774,2510.0,184.8,73.92,577.5,26950.0,4.1692,3.4692,0.662,0.608,0.762,0.9239999999999999,27.846,21.08,318.1,0.0,0.0,0.0
synthetic_telemetry,SYN_000078,7.800000000000001,PRE_LAUNCH,4.836,2540.0,187.20000000000002,74.88000000000001,585.0,27300.0,4.1688,3.4688,0.668,0.612,0.768,0.936,27.844,21.12,318.4,0.0,0.0,0.0
synthetic_telemetry,SYN_000079,7.9,PRE_LAUNCH,4.898000000000001,2570.0,189.60000000000002,75.84,592.5,27650.0,4.1684,3.4684,0.674,0.616,0.774,0.948,27.842,21.16,318.7,0.0,0.0,0.0
synthetic_telemetry,SYN_000080,8.0,PRE_LAUNCH,4.96,2600.0,192.0,76.8,600.0,28000.0,4.168,3.468,0.68,0.62,0.78,0.96,27.84,21.2,319.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000081,8.1,PRE_LAUNCH,5.022,2630.0,194.39999999999998,77.75999999999999,607.5,28350.0,4.1676,3.4676,0.686,0.624,0.786,0.972,27.838,21.24,319.3,0.0,0.0,0.0
synthetic_telemetry,SYN_000082,8.200000000000001,PRE_LAUNCH,5.0840000000000005,2660.0000000000005,196.8,78.72000000000001,615.0000000000001,28700.000000000004,4.1672,3.4672,0.6920000000000002,0.628,0.792,0.9840000000000001,27.836,21.28,319.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000083,8.3,PRE_LAUNCH,5.146000000000001,2690.0,199.20000000000002,79.68,622.5,29050.0,4.1668,3.4668,0.6980000000000001,0.632,0.798,0.996,27.834,21.32,319.9,0.0,0.0,0.0
synthetic_telemetry,SYN_000084,8.4,PRE_LAUNCH,5.208,2720.0,201.60000000000002,80.64,630.0,29400.0,4.1664,3.4664,0.7040000000000001,0.636,0.804,1.008,27.832,21.36,320.2,0.0,0.0,0.0
synthetic_telemetry,SYN_000085,8.5,PRE_LAUNCH,5.27,2750.0,204.0,81.6,637.5,29750.0,4.166,3.466,0.7100000000000001,0.64,0.81,1.02,27.83,21.4,320.5,0.0,0.0,0.0
synthetic_telemetry,SYN_000086,8.6,PRE_LAUNCH,5.332,2780.0,206.39999999999998,82.56,645.0,30100.0,4.1656,3.4656,0.716,0.6439999999999999,0.8160000000000001,1.032,27.828,21.44,320.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000087,8.700000000000001,PRE_LAUNCH,5.394,2810.0,208.8,83.52000000000001,652.5,30450.000000000004,4.1652000000000005,3.4652,0.7220000000000001,0.648,0.8220000000000001,1.044,27.826,21.48,321.1,0.0,0.0,0.0
synthetic_telemetry,SYN_000088,8.8,PRE_LAUNCH,5.456,2840.0,211.20000000000002,84.48,660.0,30800.0,4.1648,3.4648,0.7280000000000001,0.652,0.8280000000000001,1.056,27.824,21.52,321.4,0.0,0.0,0.0
synthetic_telemetry,SYN_000089,8.9,PRE_LAUNCH,5.518000000000001,2870.0,213.60000000000002,85.44,667.5,31150.0,4.1644,3.4644,0.7340000000000001,0.656,0.8340000000000001,1.068,27.822,21.56,321.7,0.0,0.0,0.0
synthetic_telemetry,SYN_000090,9.0,PRE_LAUNCH,5.58,2900.0,216.0,86.4,675.0,31500.0,4.164,3.464,0.74,0.6599999999999999,0.8400000000000001,1.08,27.82,21.6,322.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000091,9.1,PRE_LAUNCH,5.6419999999999995,2930.0,218.39999999999998,87.35999999999999,682.5,31850.0,4.1636,3.4636,0.746,0.6639999999999999,0.846,1.0919999999999999,27.818,21.64,322.3,0.0,0.0,0.0
synthetic_telemetry,SYN_000092,9.200000000000001,PRE_LAUNCH,5.704000000000001,2960.0,220.8,88.32000000000001,690.0,32200.000000000004,4.1632,3.4632,0.7520000000000001,0.668,0.8520000000000001,1.104,27.816,21.68,322.6,0.0,0.0,0.0
synthetic_telemetry,SYN_000093,9.3,PRE_LAUNCH,5.766,2990.0,223.20000000000002,89.28,697.5,32550.0,4.1628,3.4628,0.7580000000000001,0.672,0.8580000000000001,1.116,27.814,21.72,322.9,0.0,0.0,0.0
synthetic_telemetry,SYN_000094,9.4,PRE_LAUNCH,5.828,3020.0,225.60000000000002,90.24000000000001,705.0,32900.0,4.1624,3.4624,0.764,0.6759999999999999,0.8640000000000001,1.1280000000000001,27.812,21.76,323.2,0.0,0.0,0.0
synthetic_telemetry,SYN_000095,9.5,PRE_LAUNCH,5.890000000000001,3050.0,228.0,91.19999999999999,712.5,33250.0,4.162,3.4619999999999997,0.77,0.6799999999999999,0.8700000000000001,1.1400000000000001,27.810000000000002,21.8,323.5,0.0,0.0,0.0
synthetic_telemetry,SYN_000096,9.600000000000001,PRE_LAUNCH,5.952000000000001,3080.0000000000005,230.40000000000003,92.16000000000001,720.0000000000001,33600.00000000001,4.1616,3.4616,0.7760000000000001,0.684,0.8760000000000001,1.1520000000000001,27.808,21.84,323.8,0.0,0.0,0.0
synthetic_telemetry,SYN_000097,9.700000000000001,PRE_LAUNCH,6.014000000000001,3110.0,232.8,93.12,727.5,33950.0,4.1612,3.4612,0.7820000000000001,0.688,0.8820000000000001,1.1640000000000001,27.806,21.88,324.1,0.0,0.0,0.0
synthetic_telemetry,SYN_000098,9.8,PRE_LAUNCH,6.0760000000000005,3140.0,235.20000000000002,94.08000000000001,735.0,34300.0,4.1608,3.4608,0.788,0.692,0.8880000000000001,1.1760000000000002,27.804000000000002,21.92,324.4,0.0,0.0,0.0
synthetic_telemetry,SYN_000099,9.9,PRE_LAUNCH,6.138,3170.0,237.60000000000002,95.03999999999999,742.5,34650.0,4.1604,3.4604,0.794,0.696,0.8940000000000001,1.188,27.802,21.96,324.7,0.0,0.0,0.0
synthetic_telemetry,SYN_000100,10.0,PRE_LAUNCH,6.2,3200.0,240.0,96.0,750.0,35000.0,4.16,3.46,0.8,0.7,0.9,1.2,27.8,22.0,325.0,0.0,0.0,0.0
synthetic_telemetry,SYN_000101,10.100000000000001,LIFTOFF,6.2001,3199.95,240.001,96.0,750.005,35000.1,4.1596,3.4596999999999998,0.804,0.704,0.904,1.202,27.799,22.001,325.25,0.00010000000000000143,-0.00010000000000000143,0.0
synthetic_telemetry,SYN_000102,10.200000000000001,LIFTOFF,6.200200000000001,3199.9,240.002,96.0,750.01,35000.2,4.1592,3.4594,0.808,0.708,0.908,1.204,27.798000000000002,22.002,325.5,0.00020000000000000107,-0.00020000000000000107,0.0
synthetic_telemetry,SYN_000103,10.3,LIFTOFF,6.2003,3199.85,240.003,96.0,750.015,35000.3,4.1588,3.4591,0.812,0.712,0.912,1.206,27.797,22.003,325.75,0.00030000000000000073,-0.00030000000000000073,0.0
synthetic_telemetry,SYN_000104,10.4,LIFTOFF,6.2004,3199.8,240.004,96.0,750.02,35000.4,4.1584,3.4588,0.8160000000000001,0.716,0.916,1.208,27.796,22.004,326.0,0.00040000000000000034,-0.00040000000000000034,0.0
synthetic_telemetry,SYN_000105,10.5,LIFTOFF,6.2005,3199.75,240.005,96.0,750.025,35000.5,4.158,3.4585,0.8200000000000001,0.72,0.92,1.21,27.795,22.005,326.25,0.0005,-0.0005,0.0
synthetic_telemetry,SYN_000106,10.600000000000001,LIFTOFF,6.2006000000000006,3199.7,240.006,96.0,750.03,35000.6,4.1576,3.4582,0.8240000000000001,0.724,0.924,1.212,27.794,22.006,326.5,0.0006000000000000015,-0.0006000000000000015,0.0
synthetic_telemetry,SYN_000107,10.700000000000001,LIFTOFF,6.2007,3199.65,240.007,96.0,750.035,35000.7,4.1572000000000005,3.4579,0.8280000000000001,0.728,0.928,1.214,27.793,22.007,326.75,0.0007000000000000011,-0.0007000000000000011,0.0
